,placekey,location_name,top_category,naics_code,poi_cbg
9244,224-224@628-pjg-249,Saint Pauls Church At Chestnut Hill,Religious Organizations,813110,421010387002.0
9245,224-229@628-pgd-xdv,Elevation Burger,Restaurants and Other Eating Places,722513,421010109001.0
9246,225-222@628-p75-2rk,The Barking Lot,Other Personal Services,812910,421010348013.0
9247,226-222@628-pj7-59f,Spring Nails,Personal Care Services,81211,421010305024.0
9248,229-222@628-pgb-28v,Hahnemann University Hospital,General Medical and Surgical Hospitals,622110,421010003001.0
9249,22c-223@628-pmb-6p9,Staples,"Office Supplies, Stationery, and Gift Stores",453210,421010007002.0
9250,22d-222@628-pj9-89z,Wons Wear Corporation,"Sporting Goods, Hobby, and Musical Instrument Stores",451110,421010282002.0
9251,22d-222@63s-dvq-47q,Baltimore Finest Auto Sales,Automobile Dealers,441120,421010080003.0
9252,22f-222@628-p7z-y5f,Free Library of Philadelphia Bushrod Branch,Other Information Services,519120,421010311013.0
9253,22f-222@628-pfw-r8v,Lee's Market,Grocery Stores,445110,421010243001.0
9254,22g-222@628-pg4-389,Germantown Pharmacy Inc,Health and Personal Care Stores,446110,421010242003.0
9255,22g-222@628-ph5-rzf,Economic Jefferson Food,Grocery Stores,445110,421010114005.0
9256,22h-222@628-p7w-wp9,Foot & Ankle Group Michael H Shinder DPM,Offices of Physicians,621111,421010325001.0
9257,22m-222@628-p9r-2ff,Fountain of Yoga Fitness and Wellness Studio,Other Amusement and Recreation Industries,713940,421010346001.0
9258,22m-222@628-pmf-q9f,Jamaican Jerk Hut,Restaurants and Other Eating Places,722511,421010014003.0
